season,episode,actor,dialogue
3,13,GEORGE,"Are you often on business trip? Nice...oh, hey nice ice-bucket."
3,13,WOMAN,Make your-self comfortable.
3,13,GEORGE,"Make myself comfortable. What does that mean? Does she want me to take my clothes off? Is she taking her clothes off? What if I take my clothes off and she still has hers' on? Then I really look like an idiot. She could get offended and leave. So maybe I should leave them on, but what then if she takes her off? Then she'll feel humiliated. 'Make yourself comfortable'. I got this unbelievable woman and this 'comfortable'-thing can ruin me. I got it! I take my shoes off and sit on the bed. There, that's comfortable. She can't accuse me being unconvertible."
3,13,GEORGE,Gotta tell you I'm pretty comfortable.
3,13,KRAMER,"Oh yeah, it's all set. They got the bug boy on him."
3,13,GUY,The bug boy.
3,13,KRAMER,"Yeah, the little father has run his hard out. They're gonna break his maiden."
3,13,GUY,"Really? But, it's a little bit slow out there it rained last night."
3,13,KRAMER,"Oh, this baby loves the slob, loves it, eats it up. Eats the slob. Born in the slob. His father was a mudda'."
3,13,GUY,His father was a mudda'?
3,13,KRAMER,His mudda' was a mudda'.
3,13,GUY,His mudda' was a mudda'?
3,13,KRAMER,What did I just say?
3,13,KRAMER,"Hey, all right, 600 Pappanick to win."
3,13,NAKED MAN,They still have no pitching. Goodin's a question mahk. ...You don't recover from those rotator cuffs so fast.
3,13,JERRY,I'm not worried about their best pitching. They got pitching. ...They got no hitting.
3,13,NAKED MAN,"No hitting? They got hitting! Bonilla, Murry. ...They got no defence."
3,13,JERRY,Defence? Please. ...They need speed.
3,13,NAKED MAN,Speed? They got Coleman. ...They need a bullpen.
3,13,JERRY,Franco's no good? ...They got no team leaders.
3,13,NAKED MAN,They got Franco! ...What they need is a front office.
3,13,JERRY,But you gotta like their chances.
3,13,NAKED MAN,I LUV their chances.
3,13,JERRY,Tell you what. If they win the penant I'll sit naked with you at the World Series.
3,13,NAKED MAN,It's a deal!
3,13,ELAINE,"'S BRAIN,Why couldn't I take a cab. For 6 dollars my whole life could've changed. What is that on my leg? I'll never get out of here. What if I'm here for the rest of my life? Maybe I'll get out in 5 seconds. 1 banana, 2 banana, 3 banana, 4 banana, 5 banana...no, I'm still here! Still here! Why don't they start moving? Move! Move!! Move!!! *Train starts moving, lights get back on* It's moving! It's moving! Yes! Yes!! *Train stops again and lights go off* Motherf!!!"
3,13,GEORGE,"Eh, gee, I hope you have the key for these things."
3,13,WOMAN,"Oh, don't worry. I do."
3,13,GEORGE,"You know, my mother used to walk around on our apartment just in her bra and panties. She didn't look anything like you, she was really disgusting, really bad body. If you could imagine uglier and fatter version of Shirley Booth. Remember Shirley Booth from Hazel. Really embarrassing, 'cause you know I had only mother in the whole neighborhood who was worse looking than Hazel. Imagine the taunts I would hear."
3,13,WOMAN,Like what?
3,13,GEORGE,Like a `Hey your mother is uglier than Hazel. Hazel really puts your mother to shame`
3,13,GEORGE,What's going on?
3,13,WOMAN,"It was a pleasure doing business with you George, but I'm afraid I have to get going."
3,13,GEORGE,"Get going? But we haven't really, you know...."
3,13,WOMAN,Eight dollars? Eight dollars?
3,13,GEORGE,What are you doing? You're robbing me?
3,13,WOMAN,I wasted my whole morning with you for eight dollars?
3,13,GEORGE,"Wait, wait a second, what are you doing?"
3,13,WOMAN,I'm taking your clothes.
3,13,GEORGE,"No, that's my only suit. It cost me 350 dollars. I got it at Moe Ginsburg."
3,13,WOMAN,Bye George.
3,13,GEORGE,"No wait, you can't just leave me here! Will I see you again?"
3,13,KRAMER,"Yes! Yes! I won, hey"
3,13,NAKED MAN,I haven't had a hotdog at Nathan's for 20 years.
3,13,JERRY,First we ride the cyclone.
3,13,NAKED MAN,Chilly out.
3,13,JERRY,"Aah, French fries."
3,13,THUG,Give me the money. Give me the money!
3,13,BLIND VIOLIN PLAYER,"Freeze, Police!"
3,13,JERRY,"No, I never got the car. We we're having such a good time, by the time I got to the police garage, it was closed."
3,13,ELAINE,Too bad.
3,13,JERRY,You wouldn't believe what this guy put away at Nathan's. Look at what we won!
3,13,JERRY,You want him?
3,13,ELAINE,Get that out of my face.
3,13,JERRY,"So, you missed the wedding. You'll catch the bris!"
3,13,MAN AT THE COUNTER,"Hare Krishna, Hare Krishna!"
3,13,GEORGE,"How would you like a 'Hare Krishna' fist on your throat, you little punk?"
3,13,ELAINE,George?
3,13,JERRY,"Biff, what did you whistle on the elevator?"
3,13,GEORGE,"You have my spare-key in your apartment, right?"
3,13,JERRY,"Yeah, it's in the kitchen drawer."
3,13,GEORGE,"Give me your key, I gotta get it."
3,13,KRAMER,What happened?
3,13,GEORGE,"Never mind what happened, just give me the key."
3,13,JERRY,"Come on, I'll go with you."
3,13,ELAINE,"Here, pay."
3,13,KRAMER,"Wait, wait, wait..."
3,14,GEORGE,...pianist. A *classical* pianist. She *plays* the piano. She's a *brilliant* woman. I-I-I sat in her living room... She played the *Waldstein Sonata*! The *Waldstein*!
3,14,GEORGE,"We did a crossword puzzle together, *in bed*. It was the most fun I ever had in my entire life. Did you hear me? in my *life*! Y'know?"
3,14,JERRY,We're you talking? I couldn't hear anything.
3,14,GEORGE,I was telling you about Noel.
3,14,JERRY,"Oh, Noel! Yeah, the one who plays bongos..."
3,14,GEORGE,[sarcastically] Heh heh heh... So side-splittingly funny...
3,14,JERRY,"All right, I'm sorry. What about her?"
3,14,GEORGE,"What, you think I'm going to repeat the whole thing now?"
3,14,JERRY,"I know, you told me you like her, everything is going good."
3,14,GEORGE,"No everything is *not* going good. I'm very uncomfortable. I have no power. I mean, why should she have the upper hand. *Once* in my life I would like the upper hand. I have no hand-- no hand at all. She has the hand; I have *no* hand..."
3,14,GEORGE,How do I get the hand?
3,14,JERRY,We all want the hand. Hand is tough to get. You gotta get the hand right from the opening.
3,14,GEORGE,"She's playing a recital this week at the McBierney School. You wanna hear her play? I got two extra tickets, you and Elaine could go..."
3,14,JERRY,"Yeah, that sounds like somethin'..."
3,14,GEORGE,"Then afterwards maybe we could all go out together. Y'know she'll see me with my friends, she'll observe me as I really am, as myself. Maybe I can get some hand that way."
3,14,KRAMER,"Hey, smell my arm... Smell it!"
3,14,GEORGE,"With all due respect, I don't think so..."
3,14,JERRY,"That smells good, what is that?"
3,14,KRAMER,The *beach*!
3,14,JERRY,The *beach*?
3,14,GEORGE,"What, did you go swimmin'? It's 29 degrees out!"
3,14,KRAMER,I just joined the Polar Bear Club.
3,14,JERRY,You joined the *Polar Bears*?!
3,14,GEORGE,What the He'll is a `Polar Bear`?
3,14,KRAMER,"Well, it's these people-- they go swimmin' in the winter. They're terrific, I just took my first swim today. Brrrrrrr! It's invigorating...."
3,14,JERRY,Yeah... So's shock therapy.
3,14,JERRY,"[with glee] What is that, a Pez dispenser?!"
3,14,KRAMER,"Want one? Yeah, I just bought it at the Flea Market."
3,14,GEORGE,"Hey, what goes on there, exactly?"
3,14,JERRY,You don't know?
3,14,GEORGE,"No, I-I-I know... [retreats back to his Chinese take out] I know..."
3,14,JERRY,"You think they have fleas there, don't you?"
3,14,GEORGE,*No*...
3,14,JERRY,"Yes you do, Biff. You've never been to a Flea Market, and you think they have fleas there."
3,14,GEORGE,"All right, I think they have fleas there. So what..."
3,14,ELAINE,I don't know how anyone does this. It must be *so* nerve racking... How do they warm up their fingers?
3,14,JERRY,They have a piano backstage they warm up on.
3,14,ELAINE,"*No*, we would have heard it."
3,14,JERRY,"What, do you think they just crack their knuckles and come out?"
3,14,GEORGE,"I told her we'd all go out afterwards, okay? And don't applaud when she stops playing the first time. It's not over yet."
3,14,JERRY,"[quickly whispering] I resent that you said that! That's directed at *me*, isn't it?!"
3,14,JERRY,Is this okay? Can I do this?
3,14,STEVE,Something I said? [no response] It's John... Mollika.
3,14,ELAINE,"Oh, oh, *John*... Oh, hi John... Hi..."
3,14,STEVE,What're you doing down here?
3,14,ELAINE,"Oh, I was just at this recital and Jerry put a Pez dispenser on my leg and I started laughing."
3,14,MOLLIKA,Jerry's in there? I heard you guys broke up.
3,14,ELAINE,We did. We're just hanging out.
3,14,MOLLIKA,REally. ... You really look great.
3,14,ELAINE,"Oh, uh, thank you. Are you still friends with Richie Appel?"
3,14,MOLLIKA,"Oh, Richie, he's been doing comedy in L. A. for a few years. He just got back a month ago. He's kind of messed up. On drugs. I don't know what to do for the guy."
3,14,ELAINE,Have you thought about an intervention?
3,14,MOLLIKA,What's that?
3,14,ELAINE,"You get all his friends in a room, They confront himm to try to get him into rehab. It's a very popular thing now."
3,14,MOLLIKA,He'd never listen to anyone. ... Except of course Jerry. He'd listen to Jerry. Jerry would have to be involved. He really respects Jerry.
3,14,ELAINE,"I'm sorry. George, I'm sorry!"
3,14,GEORGE,What did you put the Pez dispenser on her leg for in the first place?
3,14,JERRY,"I dunno, it was an impulse."
3,14,GEORGE,What kind of a sick impulse does that??
3,14,JERRY,How could I know she would start to laugh?
3,14,ELAINE,I'm sorry. I'm sorry. I *am*!
3,14,JERRY,Can we just go in already?
3,14,GEORGE,What are we gonna tell her?
3,14,ELAINE,I'll tell her I was the one who laughed.
3,14,GEORGE,"No, don't say a word. If she thinks my friends are jerks, then I'm a *jerk*..."
3,14,ELAINE,"[To Jerry] Oh, remind me to talk to you about something later."
3,14,JERRY,What about?
3,14,GEORGE,"Hey, hey! We're discussing something!"
3,14,JERRY,"I know, but I'm distracted now."
3,14,GEORGE,What are you? A *baby*!? All right. Tell her.
3,14,ELAINE,When I was outside I ran into John Mollika.
3,14,JERRY,"Really John Mollika, they guy that used to bartend at the Comedy Club. How's he doing?"
3,14,ELAINE,He's good.
3,14,GEORGE,"Uh, can we cut to the chase?"
3,14,JERRY,`Cut to the chase`?
3,14,GEORGE,Yeah...
3,14,JERRY,"What're you, `Joe Hollywood`?"
3,14,GEORGE,A lot of people say it.
3,14,JERRY,I would lose that.
3,14,GEORGE,[Accusingly] What's *that*?
3,14,JERRY,`Lose that`? That's not a Hollywood expression!
3,14,GEORGE,[Realizing full we'll it isn't] ...Yes it is.
3,14,ELAINE,Anyway ... So John told me that Richie is in town from Los Angeles and he's really messed up on drugs. So I told him that he should do an intervention.
3,14,JERRY,"Really, an intervention ..."
3,14,GEORGE,"Y'know people, we got a situation over here!"
3,14,ELAINE,"Yeah, but he want's you to be a part of it."
3,14,JERRY,Me? Why me?
3,14,ELAINE,''Cause Richie really respects you and he would listen to you.
3,14,JERRY,Y'know these things are *really* hard to load...
3,14,GEORGE,"All right, OK, I'm goin' in."
3,14,JERRY,We've got to talk about this
3,14,ELAINE,All right.
3,14,GEORGE,"Hi, hi, hi, You we're wonderful."
3,14,NOEL,No..
3,14,GEORGE,"Oh, these are my friends, Elaine and Jerry, ... Noel"
3,14,JERRY,You play a *He'll* of a piano.
3,14,ELAINE,"Yeah, I was really moved, *really* moved."
3,14,NOEL,We'll didn't you hear that person laughing? I couldn't play. I was *humiliated...
3,14,ELAINE,"Well, I'm sure it wasn't *at* you."
3,14,NOEL,"Well then, what was she laughing at?"
3,14,JERRY,Pez?
3,14,NOEL,"Uh, no, No thank you. Did you see her?"
3,14,GEORGE,"Me, uh, uh, no, ..."
3,14,JERRY,Anyone who would laugh at a recital is probably some sort of lunatic anyway. I mean only a sick twisted mind could be that rude and ignorant.
3,14,ELAINE,Maybe some mental defective put something stupid on her leg.
3,14,JERRY,Even if this so called mental defective did put something on her leg she's still the one who laughed.
3,14,NOEL,I'll never forget that laugh for the rest of my life. [exits]
3,14,ELAINE,I'm sure she would apologize if she could. Probably somebody is holding her back against every fibre in her being.
3,14,GEORGE,If she want's to continue to have a fibre of her being she'll be very careful
3,14,GEORGE,"All right, so are you ready, so we'll go out and get something to eat."
3,14,NOEL,I don't feel like it tonight.
3,14,JERRY,We'll be outside
3,14,ELAINE,Yeah
3,14,JERRY,"It was nice meeting you By the way, How do you warm up your fingers before you play?"
3,14,NOEL,I just crack my knuckles.
3,14,GEORGE,We'll have a good time
3,14,NOEL,I don't feel like it
3,14,GEORGE,"Ah, come on"
3,14,NOEL,I said I DON'T FEEL LIKE IT!
3,14,GEORGE,"Um, all right, um, uh, I'll call 'ya. I'll call you and we'll talk on the phone. A telephone communiqu. Every thing is fine ok, uh, fine, .. [exits]"
3,14,JERRY,You know I thing Kramer might have been responsible for getting Richie involved with drugs in the first place.
3,14,ELAINE,What? How?
3,14,JERRY,A few years ago the comedy club had a softball team. Kramer was our first baseman You couldn't get anything by him It was unbelievable. Anyway this one game we came back to win from like 8 runs behind. So Kramer says to Richie why don't you dump the bucket of Gatorade on Marty Benson's head? The club owner. So Richie goes ahead and does it.
3,14,ELAINE,So? What happened?
3,14,JERRY,"What happened? The guy was like 67 years old, it was freezing out, he caught a cold, got pneumonia, and a month later he was dead."
3,14,ELAINE,Shut up!
3,14,JERRY,All the comedians we're happy. He was one of these club owners nobodu liked anyway. But Richie was never the same.
3,14,ELAINE,Whar about Kramer?
3,14,JERRY,He's the same!
3,14,JERRY,"Are you sure you want me John. I have spoken to Richie in two years. I don't have a good apartment for an intervention. The furniture, it's very non-confrontational. All right All right. Goodbye. [to Kramer] Remember Ricie Appel?"
3,14,KRAMER,"Oh sure, the guy I told to pour the Gatorade that killed Marty Benson?"
3,14,JERRY,"Right, we'll John Mollika is organizing some kind of intervention for him. We're having it here."
3,14,KRAMER,Can I get in on that?
3,14,JERRY,What do you think? It's like a poker game?
3,14,KRAMER,Is Elaine going?
3,14,JERRY,Yeah
3,14,KRAMER,"Well, I knew him as we'll as she did."
3,14,JERRY,"Yeah, but John invited her."
3,14,KRAMER,"So what are you saying, you don't want me to intervene?"
3,14,JERRY,"No, intervene, go intervene all you want. I am just afraid you might be interfering while we're intervening."
3,14,GEORGE,It's George
3,14,JERRY,Stop smelling your arm.
3,14,KRAMER,You know I got a great idea for a cologne. The Beach. You spray it on and you smell like you just came home from the beach
3,14,JERRY,"Hum, a cologne that smells like the beach. I can't believe I'm saying this, `That's not a bad idea.`"
3,14,KRAMER,Tell me about it!
3,14,JERRY,"Why don't you call Steve D'Jiff, he works in the marketing department at Calvin Klein. In fact he's a good friend of John Mollika and Richie also."
3,14,GEORGE,We'll it's over. It's definitely over.
3,14,JERRY,She broke up with you?
3,14,GEORGE,"No, but I can tell she's going to. I can sense it. We had this terrible phone conversation. I was so nervous before I called I made up this whole list of things to talk about."
3,14,JERRY,What was on the list?
3,14,GEORGE,"Let's see, How I'm very good at going in reverse in my car, why isn't Postum a more popular drink,"
3,14,JERRY,"Yeah, Postum is under-ratted,"
3,14,GEORGE,"Anyway there was all this tension. I asked her if she wanted to go out to dinner and she said `no, maybe we could get together for lunch.`You know what that means."
3,14,JERRY,What's wrong with lunch?
3,14,GEORGE,Lunch is fine at the beginning then you move on to dinner. you don't move back to lunch. It's like being demoted. I'll never do another crossword puzzle with her again. I know it.
3,14,KRAMER,I like the Jumble You ever do the Jumble?
3,14,GEORGE,I have no power Do you understand? I need hand. I have no hand.
3,14,KRAMER,Break up with her
3,14,GEORGE,What?
3,14,KRAMER,You break up with her. You reverse everything that way.
3,14,JERRY,A preemptive breakup.
3,14,GEORGE,A preemptive breakup. This is an incredible idea. I got nothing to lose. We either break up which she would do anyway but at least I go out with some Dignity. Completely turn the tables. It's absolutely brilliant.
3,14,GEORGE,"So, I am have to going to break up with you."
3,14,NOEL,You're breaking up with me?
3,14,GEORGE,"I, ... am breaking up with, ... you."
3,14,NOEL,Wow.
3,14,GEORGE,Shocked?
3,14,NOEL,I really am.
3,14,GEORGE,Never expected this did you?
3,14,NOEL,I thought everything was fine.
3,14,GEORGE,"Well, live and learn."
3,14,NOEL,I don't understand. You're breaking up with me. Didn't we have fun doing the crossword puzzles?
3,14,GEORGE,Kind of.
3,14,NOEL,I'm very confused.
3,14,GEORGE,"Well, I didn't mean to hurt you kid."
3,14,NOEL,"I thought,..."
3,14,GEORGE,"Now, stop it ..."
3,14,NOEL,"What do you want, I can make you happy."
3,14,GEORGE,When you're playing the piano do you think about me?
3,14,NOEL,I don't know.
3,14,GEORGE,This is what I'm talking about.
3,14,NOEL,"OK, I'll think about you."
3,14,GEORGE,All the time.
3,14,NOEL,"All the time? ... OK, All the time."
3,14,GEORGE,I can't hear you.
3,14,NOEL,All the time. ALL THE TIME.
3,14,GEORGE,"See, It's not so hard."
3,14,KRAMER,"Go ahead smell, smell"
3,14,STEVE,"Yeah, so?"
3,14,KRAMER,Do you recognize it? ... The beach.
3,14,STEVE,What are you talking about?
3,14,KRAMER,"Oh, I'm talking about the beach."
3,14,STEVE,What about it?
3,14,KRAMER,"You know the way you smell when you first come home from the beach? Well, I want to make a cologne that captures the essence of that smell. Oh yeah."
3,14,STEVE,That is the dumbest idea I have ever heard.
3,14,KRAMER,"Oh, wait, Did you here what I just said?"
3,14,STEVE,Do you think people are going to pay $80 a bottle to smell like dead fish and sea weed? That's why people take showers when the come home from the beach. It's an objectionable offensive odour.
3,14,KRAMER,So you don't think it's a good idea?
3,14,GUY,The membranes get dried and it just starts bleeding. Since I was a kid so I have to stick tissue up there
3,14,ELAINE,"Uh, you have to work like that?"
3,14,GUY,Nobody minds Nobody has ever said anything to me.
3,14,OTHER GUY,Are there any ice cubes?
3,14,JERRY,In the freezer.
3,14,OTHER GUY,I looked. There aren't any ice cubes.
3,14,JERRY,We'll I guess there aren't any ice cubes.
3,14,OTHER GUY,I can't drink this. It's warm!
3,14,GUY,Shouldn't we rehearse this a little bit before Richie comes?
3,14,STEVE,What's the plan?
3,14,JERRY,Do I have to talk? I don't feel like talking.
3,14,OTHER GUY,"Well, if he's not going to talk I'm not going to talk either."
3,14,GUY,"No, we all have to talk."
3,14,ELAINE,What's the order?
3,14,GUY,We'll go in alphabetical order. First Roberta.
3,14,ROBERTA,Why am I first?
3,14,ELAINE,Albano is your last name.
3,14,ROBERTA,That's not my name any more. I'm divorced.
3,14,STEVE,I'll go first.
3,14,KRAMER,Hey.
3,14,JERRY,Hey.
3,14,KRAMER,Is this the interference?
3,14,JERRY,Intervention.
3,14,OTHER GUY,What are you doing here?
3,14,KRAMER,"Uh, is it all right if I stay for the intervention?"
3,14,STEVE,"Hey, this is for close friends only."
3,14,KRAMER,I'm a friend. Who do you think told him to pour the Gatorade over Marty Benson's head?
3,14,OTHER GUY,Let him stay.
3,14,KRAMER,"Hey, you know I got someone to make up that cologne for me, big mouth."
3,14,STEVE,Somebody's going to make that crap?
3,14,OLD GUY,Kramer!
3,14,KRAMER,"Hey, come on, these are some of my polar bear buddies."
3,14,OTHER GUY,They can't stay.
3,14,OLD GUY,We're having a party here?
3,14,JERRY,"No, we're having an intervention"
3,14,OLD GUY,An intervention? Who's intervening?
3,14,JERRY,There's a friend of ours on drugs and we're going to confront him.
3,14,OLD GUY,"Sure, we used to do that when one of our polar bears stopped coming. We would go to his house and say, `What you don't want to be a polar bear anymore? It's too cold for you?`"
3,14,GUY,It's him.
3,14,ROBERTA,What should we do?
3,14,ELAINE,Hide!
3,14,JERRY,It's NOT a surprise party! Yeah
3,14,GEORGE,It's George
3,14,JERRY,"Yeah, come on up. ... It's not him."
3,14,GUY,If you don't go out with me it's because I'm a bar tender.
3,14,ELAINE,"Look, I don't think this is appropriate right now."
3,14,GUY,Is it because I have a tissue in my nose?
3,14,ELAINE,You're getting warm.
3,14,GEORGE,We just came from Chadway's What's going on.
3,14,JERRY,We're having the intervention for Richie.
3,14,GEORGE,"Oh, right, right, the intervention. Should we leave?"
3,14,JERRY,"Well, uh.."
3,14,NOEL,"Elaine, hi."
3,14,ELAINE,"Oh, hi Noel"
3,14,JERRY,"Well, you're looking we'll."
3,14,GEORGE,"Jerry, let me tell you something, `A man without hand is not a man.`I got so much hand I'm coming out of my gloves. I got to thank Kramer."
3,14,STEVE,Even if I we're dragged through manure I still wouldn't put that stuff on.
3,14,GEORGE,This man is a genius. Genius!
3,14,STEVE,You think so?
3,14,GEORGE,"I don't think so I know so, Kramer, come here I got to talk to you"
3,14,OLD MAN,The male kangaroo doesn't have a pouch only the female has it. The male has pouch envy.
3,14,ELAINE,The male kangaroo doesn't have a pouch only the female has it. The male has pouch envy.
3,14,ELAINE,The male kangaroo doesn't have a pouch only the female has it. The male has pouch envy.
3,14,NOEL,That laugh. That's the laugh. That's it. You're the one.
3,14,ELAINE,"No, no. It was an accident. It really wasn't my fault. It was Jerry."
3,14,NOEL,You put a Pez dispenser on her leg during my recital?.
3,14,JERRY,I didn't know she would laugh.
3,14,NOEL,"You lied to me George, you lied to me."
3,14,GEORGE,"No, I, uh, um, wa, wa, What did I do? ... Where are you going?"
3,14,NOEL,I ... am breaking up ... with you!
3,14,GEORGE,You can't break up with me. I've got hand.
3,14,NOEL,And you're going to need it.
3,14,JERRY,Hey Richie
3,14,RICHIE,So what's going on?
3,14,JERRY,"It was pretty ugly from the get go. he's not listening, He's hostile, he's talking back."
3,14,GEORGE,I can't do these puzzles.
3,14,JERRY,So he starts to get up He spots the Pez dispenser on the coffee table
3,14,GEORGE,Ah ah Pez dispenser.
3,14,JERRY,"He picks it up - he stares at it - It's like he's hypnotized by it. Then he's telling us this story about how when he was a kid he was in the car with his father, and his father was trying to load one of them"
3,14,GEORGE,We'll they're hard to load.
3,14,JERRY,Tell me something I don't know. So as the father's trying to load it he loses control of the car and it crashes into a high school cafeteria. Nobody's hurt but Pez is all over the car. And the dispenser was destroyed virtually beyond recognition.
3,14,GEORGE,Poor kid.
3,14,JERRY,So as he's telling the story he starts crying.
3,14,GEORGE,What did you do?
3,14,JERRY,What do you think? I gave him my Pez dispenser.
3,14,GEORGE,Wow
3,14,JERRY,Two hours later he checks into Smither's clinic. I talked to the doctor yesterday. He's doing great on the rehab. He's hooked on Pez. He's eating them like there's no tomorrow.
3,14,GEORGE,What's a three letter word for candy?
3,14,JERRY,I can't do those things.
3,15,JERRY,Let me ask you a question. If you named a kid Rasputin do you think that would have a negative effect on his life?
3,15,ELAINE,Na.
3,15,JERRY,What are you doing? We're going out for dinner in ten minutes.
3,15,ELAINE,Do you realize this is the last meal I am going to have for three days?
3,15,JERRY,Yeah.
3,15,GEORGE,It's George.
3,15,JERRY,Come on up... . I never heard of this. You've got to fast for three days to take an ulcer test. How you gonna do that?
3,15,ELAINE,I don't know. How could I possibly have ulcers? Who could have given me ulcers?
3,15,JERRY,I think I'll take out the garbage.
3,15,ELAINE,"Hey, have you ever fasted?"
3,15,JERRY,"Well, once I didn't have dinner until, like 900 oclock, that was pretty rough. Hey, do me a favour will ya? Throw out my garbage for me."
3,15,GEORGE,"Yeah, right."
3,15,JERRY,"Come on, it's just down the hall."
3,15,GEORGE,Give me two bucks. I'll do it for two bucks.
3,15,JERRY,I'll give you 50 cents.
3,15,GEORGE,There's no way I touch that bag for less than two dollars.
3,15,JERRY,Come on. Fifty cents. a piece of Drakes coffee cake
3,15,GEORGE,"You're not getting no Drakes Coffee Cake for fifty cents. Yae, Hey, I'm all set. I got the ticket. I'm going to the Cayman Islands this Friday."
3,15,JERRY,I don't get you. Who goes on vacation without a job? What do you need a break from getting up at eleven?
3,15,GEORGE,It's an incredible deal. I don't know why you don't come with me.
3,15,JERRY,"Nah, I don't go for these non-refundable deals. I can't commit to a woman. I'm not going to commit to an airline."
3,15,GINA,Hi.
3,15,JERRY,Hi.
3,15,GINA,How are you?
3,15,JERRY,"Gina, do you know what a Drakes Coffee Cake is?"
3,15,GINA,"Of course, the plane cake with the sweet brown crumbs on the top."
3,15,JERRY,How much do they cost?
3,15,GINA,The junior?
3,15,GEORGE,"No, no the full size."
3,15,JERRY,"No, no the junior."
3,15,GEORGE,You didn't say `junior`.
3,15,GINA,I havent had one of those since I was a little girl.
3,15,JERRY,Really? You should be ashamed of yourself. I want you out of here!  How ya doing?
3,15,MARTIN,Good enough.
3,15,JERRY,Boy she's sexy isn't she?
3,15,JERRY,Do you believe that guy?
3,15,ELAINE,What guy?
3,15,JERRY,My neighbour
3,15,ELAINE,"Oh, that creepy guy?"
3,15,JERRY,"Yeah, did he think I was flirting with her?"
3,15,GEORGE,He didn't seem too pleased.
3,15,ELAINE,Maybe I'll get a steak with french fried onion wings.
3,15,GEORGE,"hey, you know what? I just remembered something. I had a dream about that guy last night. This is amazing."
3,15,JERRY,What's so amazing? You've seen him before.
3,15,GEORGE,I havent seen him for months.
3,15,JERRY,What was the dream?
3,15,GEORGE,I was doing standup comedy in Kennebunkport Maine. ??? night club. The stage was on a cliff and the audience was throwing all the comics off.
3,15,JERRY,I think I've played there.
3,15,GEORGE,I've had a lot of other paranormal stuff happen to me.
3,15,JERRY,You're a little paranormal
3,15,ELAINE,"Hey, George, you know my friend goes to a psychic."
3,15,GEORGE,Really?
3,15,ELAINE,"Uh uh, you should go some time."
3,15,GEORGE,I'd love to go. Make an appointment.
3,15,JERRY,"Psychics, vacations. How about getting a job?"
3,15,GEORGE,I just got fired.
3,15,JERRY,"Alright, come on, let's get out of here."
3,15,ELAINE,I wonder what Ghandi ate before his fast.
3,15,JERRY,I heard he used to polish off a box of Triscuits.
3,15,ELAINE,Really?
3,15,JERRY,"Oh, yeah. Ghandi loved Triscuits."
3,15,JERRY,Who is it? Who is it?
3,15,GINA,It's Gina.
3,15,JERRY,Who?
3,15,GINA,Martines girl friend.
3,15,JERRY,Martine?
3,15,GINA,You next door neighbour.
3,15,JERRY,"Oh, Martin!"
3,15,GEORGE,It's Martine. I think he's dying. He tried to kill himself with pills.
3,15,JERRY,What?
3,15,GINA,Come on.
3,15,JERRY,In my pajamas? I better get my robe.
3,15,GINA,We don't have enough time.
3,15,JERRY,It'll take two seconds.
3,15,GINA,There is no time.
3,15,JERRY,We don't have two seconds?
3,15,GINA,All right. Go ahead.
3,15,JERRY,"Nah, forget it."
3,15,GINA,"No, go ahead."
3,15,JERRY,Nah. I'll just wear the pajamas.
3,15,GINA,Will you just get it.
3,15,JERRY,Are you sure?
3,15,GINA,Forget it. Come on.
3,15,JERRY,"Nah, I'll go get the robe."
3,15,JERRY,That's not too bad. It's not like a Sunny von Bulow comma. The doctor said he should snap out of it anytime.
3,15,GINA,You know why he did this? Because I told him it was over. I did not want to see him anymore.
3,15,JERRY,Really? It's over?
3,15,GINA,"I could not stand it another minute. Yesterday he turned over a mans hot dog stand because he thought the man was looking at me. And then after he saw you in the hall. Ach, he was crazy with jealousy."
3,15,JERRY,"Oh boy, did he say anything about me?"
3,15,GINA,He does not like you. And all indications are he does not like Drakes Coffee Cake.
3,15,JERRY,He said that?
3,15,GINA,He was screaming about it all night. How it's too sweet and it falls apart when you eat it.
3,15,JERRY,I'm sorry if I caused any trouble. I was just being friendly.
3,15,GINA,I wasn't.
3,15,JERRY,You weren't?
3,15,GINA,"No, I have thought about you many times. Have you thought about me?"
3,15,JERRY,Of course.
3,15,GINA,Tell me everything.
3,15,JERRY,"Are you sure he can't hear anything? ...MARTIN, MARTIN."
3,15,GINA,I wish he was not in a coma. I wish he was dead. I wish I could pull the plug out from him.
3,15,JERRY,"I, would, I would wait on that. I know how you feel but. Juries today, you never know how they're going to look at a thing like this."
3,15,GINA,I saw you looking at your watch. You want to leave? Go ahead.
3,15,JERRY,"No, I just wanted to see what time it was."
3,15,GINA,Are you afraid of him?
3,15,JERRY,No.
3,15,GINA,Then kiss me.
3,15,JERRY,Here?
3,15,GINA,"Yes, right here."
3,15,JERRY,Is this the proper venue?
3,15,GINA,You don't want to?
3,15,JERRY,"No, no, I want to. I, I very much want to. I, I desire to. I, I pine to."
3,15,GINA,Then kiss me right in front of him.
3,15,JERRY,I can't. What if he wakes up?
3,15,GINA,A man is lying here unconscious and you're afraid of him? What kind of a man are you?
3,15,JERRY,"A man who respects a good comma. If it was one of those in and out comas, maybe. But when a guys got a coma going like this  you don't want to mess with it."
3,15,KRAMER,Hey.
3,15,JERRY,Hey.
3,15,KRAMER,Did you hear about Martin?
3,15,JERRY,"Yeah, I heard."
3,15,KRAMER,I can't believe he's in a coma.
